1, 500, 13.0, 0.0, 13.0, 0.0, 'HGK78V', 304, 392, 19, 59, 94, 14, 5, 22, 12, 14
1, 500, 40.0, 0.0, 40.0, 0.0, '2SKH32', 289, 411, 11, 45, 90, 10, 2, 18, 20, 1
1, 500, 105.0, 0.0, 105.0, 0.0, 'SHI12T', 312, 377, 17, 69, 97, 10, 2, 19, 38, 17
1, 500, 39.0, 0.0, 39.0, 0.0, '6EYH3L', 300, 399, 16, 67, 104, 5, 3, 17, 43, 1
1, 500, 298.0, 0.0, 298.0, 0.0, 'L463NX', 287, 387, 16, 66, 93, 17, 10, 18, 30, 17
1, 500, 54.0, 0.0, 54.0, 0.0, 'O5Q8AO', 292, 401, 14, 63, 114, 8, 1, 16, 22, 3
1, 500, 14.0, 0.0, 14.0, 0.0, 'ELJT39', 297, 397, 8, 60, 97, 13, 9, 23, 16, 13
1, 500, 58.0, 0.0, 58.0, 0.0, 'GKVIY8', 313, 385, 18, 73, 106, 8, 6, 18, 12, 35
1, 500, 500.0, 0.0, 500.0, 0.0, 'JP71PK', 287, 400, 16, 69, 101, 5, 2, 15, 24, 37
1, 500, 19.0, 0.0, 19.0, 0.0, '4PEM7M', 309, 392, 30, 63, 119, 14, 3, 15, 28, 17
1, 500, 170.0, 0.0, 170.0, 0.0, 'WCX3TW', 296, 406, 15, 82, 104, 14, 3, 20, 19, 27
1, 500, 21.0, 0.0, 21.0, 0.0, '4J2ZJT', 323, 386, 17, 56, 86, 8, 6, 19, 15, 8
1, 500, 31.0, 0.0, 31.0, 0.0, 'SOZMU6', 289, 383, 20, 80, 100, 8, 5, 18, 29, 9
1, 500, 39.0, 0.0, 39.0, 0.0, 'WWZMTS', 287, 408, 18, 61, 103, 5, 4, 22, 46, 1
1, 500, 30.0, 0.0, 30.0, 0.0, 'PFQXFQ', 301, 415, 18, 59, 87, 5, 1, 19, 28, 11
1, 500, 20.0, 0.0, 20.0, 0.0, 'LE4QCM', 283, 407, 22, 60, 117, 11, 1, 15, 31, 14
1, 500, 46.0, 0.0, 46.0, 0.0, 'JZN698', 295, 386, 15, 72, 111, 5, 1, 12, 44, 7
1, 500, 24.0, 0.0, 24.0, 0.0, '1YYJEP', 310, 403, 19, 62, 102, 10, 1, 15, 21, 22
1, 500, 36.0, 0.0, 36.0, 0.0, 'CK5TP2', 299, 390, 17, 81, 99, 10, 1, 16, 42, 1
1, 500, 10.0, 0.0, 10.0, 0.0, 'VIQU9I', 272, 394, 26, 78, 101, 19, 5, 13, 27, 4
1, 500, 18.0, 0.0, 18.0, 0.0, 'DJ9JKV', 306, 397, 15, 64, 104, 10, 4, 15, 31, 1
